"gene","pct.1","pct.2","description","pct_treated_cells_minus_pct_ctrl"
"LINC00662",0.049,0.185,"long intergenic non-protein coding RNA 662 [Source:HGNC Symbol;Acc:HGNC:27122]",0.136
"POP4",0.049,0.185,"POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]",0.136
"ZNF146",0.049,0.185,"zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]",0.136
"CLASRP",0.049,0.185,"CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]",0.136
"PIH1D1",0.049,0.185,"PIH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26075]",0.136
"PRELID3B",0.049,0.185,"PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]",0.136
"HMGXB4",0.049,0.185,"HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]",0.136
"ABCB7",0.049,0.185,"ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]",0.136
"PHF6",0.049,0.185,"PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]",0.136
"WDR11",0.088,0.222,"WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]",0.134
"SLC25A36",0.088,0.222,"solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]",0.134
"TMEM230",0.088,0.222,"transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]",0.134
"ZFX",0.088,0.222,"zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]",0.134
"TPRKB",0.088,0.222,"TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259]",0.134
"CYC1",0.088,0.222,"cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]",0.134
"SIK3",0.088,0.222,"SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]",0.134
"ACTR6",0.088,0.222,"actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025]",0.134
"SPAG7",0.088,0.222,"sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216]",0.134
"GNA13",0.088,0.222,"G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]",0.134
"PSMG2",0.088,0.222,"proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]",0.134
"TECR",0.088,0.222,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",0.134
"THAP7",0.088,0.222,"THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]",0.134
"SUN2",0.088,0.222,"Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]",0.134
"MTCH1",0.127,0.259,"mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]",0.132
"QSOX2",0.127,0.259,"quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]",0.132
"PLEKHJ1",0.167,0.296,"pleckstrin homology domain containing J1 [Source:HGNC Symbol;Acc:HGNC:18211]",0.12899999999999998
"TIMM23",0.02,0.148,"translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]",0.128
"DLEU1",0.02,0.148,"deleted in lymphocytic leukemia 1 [Source:HGNC Symbol;Acc:HGNC:13747]",0.128
"TP53I13",0.206,0.333,"tumor protein p53 inducible protein 13 [Source:HGNC Symbol;Acc:HGNC:25102]",0.12700000000000003
"CWC27",0.059,0.185,"CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]",0.126
"PUM2",0.059,0.185,"pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]",0.126
"ARRDC3",0.059,0.185,"arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]",0.126
"FBXO3",0.059,0.185,"F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]",0.126
"EIF2B1",0.059,0.185,"eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]",0.126
"RRN3",0.059,0.185,"RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]",0.126
"HEXD",0.059,0.185,"hexosaminidase D [Source:HGNC Symbol;Acc:HGNC:26307]",0.126
"IGLV2-14",0.059,0.185,"immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888]",0.126
"PKN2",0.059,0.185,"protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]",0.126
"RSBN1",0.059,0.185,"round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]",0.126
"NCSTN",0.059,0.185,"nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]",0.126
"COA5",0.059,0.185,"cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]",0.126
"METTL5",0.059,0.185,"methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006]",0.126
"EIF4E2",0.059,0.185,"eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]",0.126
"MAP4",0.059,0.185,"microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]",0.126
"UQCRC1",0.059,0.185,"ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]",0.126
"PARP15",0.059,0.185,"poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]",0.126
"MRPL3",0.059,0.185,"mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]",0.126
"FIP1L1",0.059,0.185,"factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]",0.126
"UBE2J1",0.059,0.185,"ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]",0.126
"SEC63",0.059,0.185,"SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]",0.126
"HDDC2",0.059,0.185,"HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]",0.126
"SUN1",0.059,0.185,"Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]",0.126
"GPAT4",0.059,0.185,"glycerol-3-phosphate acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20880]",0.126
"RNF19A",0.059,0.185,"ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]",0.126
"FAM91A1",0.059,0.185,"family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]",0.126
"OSTF1",0.059,0.185,"osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]",0.126
"RAD23B",0.059,0.185,"RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]",0.126
"USP6NL",0.059,0.185,"USP6 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16858]",0.126
"PTEN",0.059,0.185,"phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]",0.126
"NSMCE4A",0.059,0.185,"NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]",0.126
"HTATIP2",0.059,0.185,"HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]",0.126
"MAP4K2",0.059,0.185,"mitogen-activated protein kinase kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6864]",0.126
"VPS36",0.059,0.185,"vacuolar protein sorting 36 homolog [Source:HGNC Symbol;Acc:HGNC:20312]",0.126
"FKBP3",0.059,0.185,"FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]",0.126
"ZBTB25",0.059,0.185,"zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112]",0.126
"COPS2",0.059,0.185,"COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]",0.126
"FAM192A",0.059,0.185,"family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]",0.126
"PSMD12",0.059,0.185,"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]",0.126
"TEAD2",0.059,0.185,"TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]",0.126
"AP1B1",0.059,0.185,"adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]",0.126
"NUP50",0.059,0.185,"nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]",0.126
"ATP6AP2",0.059,0.185,"ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]",0.126
"CYTH1",0.245,0.37,"cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501]",0.125
"CANX",0.098,0.222,"calnexin [Source:HGNC Symbol;Acc:HGNC:1473]",0.124
"PTK2B",0.098,0.222,"protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]",0.124
"TRAM1",0.098,0.222,"translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]",0.124
"MRPL38",0.098,0.222,"mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]",0.124
"XPO1",0.098,0.222,"exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]",0.124
"RPP21",0.098,0.222,"ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]",0.124
"SECISBP2",0.098,0.222,"SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]",0.124
"SUPT20H",0.098,0.222,"SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]",0.124
"KLHL36",0.098,0.222,"kelch like family member 36 [Source:HGNC Symbol;Acc:HGNC:17844]",0.124
"ZNF101",0.098,0.222,"zinc finger protein 101 [Source:HGNC Symbol;Acc:HGNC:12881]",0.124
"CBX7",0.098,0.222,"chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]",0.124
"TTC14",0.137,0.259,"tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]",0.122
"TASOR",0.137,0.259,"transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]",0.122
"UNC93B1",0.137,0.259,"unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]",0.122
"SYTL1",0.176,0.296,"synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]",0.12
"WRAP73",0.029,0.148,"WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]",0.119
"RCC2",0.029,0.148,"regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]",0.119
"TMED5",0.029,0.148,"transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]",0.119
"SCAMP3",0.029,0.148,"secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]",0.119
"ELK4",0.029,0.148,"ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]",0.119
"OPN3",0.029,0.148,"opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]",0.119
"SLC4A1AP",0.029,0.148,"solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]",0.119
"RAB5A",0.029,0.148,"RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]",0.119
"GNL3",0.029,0.148,"G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]",0.119
"ARHGEF3",0.029,0.148,"Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]",0.119
"SNX4",0.029,0.148,"sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175]",0.119
"ZNF131",0.029,0.148,"zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]",0.119
"DEF6",0.029,0.148,"DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]",0.119
"TBPL1",0.029,0.148,"TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]",0.119
"SLC12A9",0.029,0.148,"solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]",0.119
"TMEM68",0.029,0.148,"transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]",0.119
"TSTA3",0.029,0.148,"tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]",0.119
"ENTR1",0.029,0.148,"endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]",0.119
"PIP4K2A",0.029,0.148,"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]",0.119
"ACBD5",0.029,0.148,"acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]",0.119
"TNKS2",0.029,0.148,"tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]",0.119
"BTAF1",0.029,0.148,"B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307]",0.119
"TMEM106C",0.029,0.148,"transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]",0.119
"ATP2A2",0.029,0.148,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]",0.119
"BRI3BP",0.029,0.148,"BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]",0.119
"TFDP1",0.029,0.148,"transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]",0.119
"PATL2",0.029,0.148,"PAT1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:33630]",0.119
"CSNK2A2",0.029,0.148,"casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]",0.119
"DHX38",0.029,0.148,"DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211]",0.119
"GATAD2A",0.029,0.148,"GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989]",0.119
"ZNF528-AS1",0.029,0.148,"ZNF528 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51305]",0.119
"ZNFX1",0.029,0.148,"zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]",0.119
"PCMTD2",0.029,0.148,"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]",0.119
"CABIN1",0.029,0.148,"calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]",0.119
"NIPSNAP1",0.029,0.148,"nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]",0.119
"RPL21",0.882,1,"ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]",0.118
"DGKD",0.069,0.185,"diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]",0.11599999999999999
"NOP56",0.069,0.185,"NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]",0.11599999999999999
"SLC9A7",0.069,0.185,"solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]",0.11599999999999999
"IPO7",0.069,0.185,"importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]",0.11599999999999999
"WDR91",0.069,0.185,"WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]",0.11599999999999999
"DENND11",0.069,0.185,"DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]",0.11599999999999999
"FAM102A",0.069,0.185,"family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]",0.11599999999999999
"ABLIM1",0.069,0.185,"actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]",0.11599999999999999
"HAGHL",0.069,0.185,"hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]",0.11599999999999999
"ITPKB",0.069,0.185,"inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]",0.11599999999999999
"FADS3",0.069,0.185,"fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]",0.11599999999999999
"NUDT3",0.069,0.185,"nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]",0.11599999999999999
"CDKN1B",0.069,0.185,"cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]",0.11599999999999999
"ANKRD13A",0.069,0.185,"ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]",0.11599999999999999
"MT2A",0.069,0.185,"metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]",0.11599999999999999
"HNRNPL",0.069,0.185,"heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]",0.11599999999999999
"CHPT1",0.108,0.222,"choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]",0.114
"THUMPD3-AS1",0.108,0.222,"THUMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44478]",0.114
"NIPSNAP2",0.108,0.222,"nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]",0.114
"ABI1",0.108,0.222,"abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]",0.114
"SGPP1",0.108,0.222,"sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]",0.114
"TCF3",0.108,0.222,"transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]",0.114
"CSNK1G2",0.108,0.222,"casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]",0.114
"SLC38A2",0.147,0.259,"solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]",0.11200000000000002
"HNRNPM",0.186,0.296,"heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]",0.10999999999999999
"LARP1",0.039,0.148,"La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]",0.10899999999999999
"C1orf174",0.039,0.148,"chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915]",0.10899999999999999
"VAMP3",0.039,0.148,"vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]",0.10899999999999999
"ECHDC2",0.039,0.148,"enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]",0.10899999999999999
"SLC35A3",0.039,0.148,"solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]",0.10899999999999999
"MAN1A2",0.039,0.148,"mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]",0.10899999999999999
"GATAD2B",0.039,0.148,"GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]",0.10899999999999999
"DPM3",0.039,0.148,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]",0.10899999999999999
"EIF2AK2",0.039,0.148,"eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]",0.10899999999999999
"MCFD2",0.039,0.148,"multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451]",0.10899999999999999
"SPATS2L",0.039,0.148,"spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]",0.10899999999999999
"AAMP",0.039,0.148,"angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]",0.10899999999999999
"SIDT1",0.039,0.148,"SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]",0.10899999999999999
"AP3B1",0.039,0.148,"adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]",0.10899999999999999
"SRA1",0.039,0.148,"steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:HGNC:11281]",0.10899999999999999
"HARS",0.039,0.148,"histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]",0.10899999999999999
"HLA-DRB5",0.039,0.148,"major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:HGNC:4953]",0.10899999999999999
"TAF8",0.039,0.148,"TATA-box binding protein associated factor 8 [Source:HGNC Symbol;Acc:HGNC:17300]",0.10899999999999999
"CEP85L",0.039,0.148,"centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]",0.10899999999999999
"UMAD1",0.039,0.148,"UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955]",0.10899999999999999
"GLI4",0.039,0.148,"GLI family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:4320]",0.10899999999999999
"SPIN1",0.039,0.148,"spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]",0.10899999999999999
"HDHD3",0.039,0.148,"haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]",0.10899999999999999
"SH2D3C",0.039,0.148,"SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]",0.10899999999999999
"SPOUT1",0.039,0.148,"SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]",0.10899999999999999
"PMPCA",0.039,0.148,"peptidase, mitochondrial processing alpha subunit [Source:HGNC Symbol;Acc:HGNC:18667]",0.10899999999999999
"NOTCH1",0.039,0.148,"notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]",0.10899999999999999
"WASHC2C",0.039,0.148,"WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414]",0.10899999999999999
"FBXW4",0.039,0.148,"F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]",0.10899999999999999
"AP003774.2",0.039,0.148,"novel transcript",0.10899999999999999
"ATG16L2",0.039,0.148,"autophagy related 16 like 2 [Source:HGNC Symbol;Acc:HGNC:25464]",0.10899999999999999
"PCF11",0.039,0.148,"PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]",0.10899999999999999
"MED21",0.039,0.148,"mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]",0.10899999999999999
"COQ10A",0.039,0.148,"coenzyme Q10A [Source:HGNC Symbol;Acc:HGNC:26515]",0.10899999999999999
"NUDT4",0.039,0.148,"nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]",0.10899999999999999
"SPPL3",0.039,0.148,"signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]",0.10899999999999999
"FBXL3",0.039,0.148,"F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]",0.10899999999999999
"CDC16",0.039,0.148,"cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]",0.10899999999999999
"NGDN",0.039,0.148,"neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]",0.10899999999999999
"SEC23A",0.039,0.148,"Sec23 homolog A, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10701]",0.10899999999999999
"JKAMP",0.039,0.148,"JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]",0.10899999999999999
"EIF2S1",0.039,0.148,"eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]",0.10899999999999999
"SUSD6",0.039,0.148,"sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]",0.10899999999999999
"ATXN3",0.039,0.148,"ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]",0.10899999999999999
"GLRX5",0.039,0.148,"glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]",0.10899999999999999
"ARID3B",0.039,0.148,"AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]",0.10899999999999999
"HMG20A",0.039,0.148,"high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]",0.10899999999999999
"E2F4",0.039,0.148,"E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118]",0.10899999999999999
"ZNF821",0.039,0.148,"zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]",0.10899999999999999
"MVD",0.039,0.148,"mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]",0.10899999999999999
"ELP5",0.039,0.148,"elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:30617]",0.10899999999999999
"AATF",0.039,0.148,"apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]",0.10899999999999999
"SNF8",0.039,0.148,"SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028]",0.10899999999999999
"RHBDF2",0.039,0.148,"rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]",0.10899999999999999
"MPPE1",0.039,0.148,"metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]",0.10899999999999999
"KIAA1328",0.039,0.148,"KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]",0.10899999999999999
"DAZAP1",0.039,0.148,"DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]",0.10899999999999999
"DPP9",0.039,0.148,"dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]",0.10899999999999999
"KRI1",0.039,0.148,"KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]",0.10899999999999999
"ILVBL",0.039,0.148,"ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]",0.10899999999999999
"DDX49",0.039,0.148,"DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684]",0.10899999999999999
"ALDH16A1",0.039,0.148,"aldehyde dehydrogenase 16 family member A1 [Source:HGNC Symbol;Acc:HGNC:28114]",0.10899999999999999
"ERVK3-1",0.039,0.148,"endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]",0.10899999999999999
"MZF1",0.039,0.148,"myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]",0.10899999999999999
"CEP250",0.039,0.148,"centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]",0.10899999999999999
"PHF5A",0.039,0.148,"PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]",0.10899999999999999
"PRKX",0.039,0.148,"protein kinase X-linked [Source:HGNC Symbol;Acc:HGNC:9441]",0.10899999999999999
"ARMCX3",0.039,0.148,"armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]",0.10899999999999999
"ATXN1",0.078,0.185,"ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]",0.107
"PHF20L1",0.078,0.185,"PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]",0.107
"COPS5",0.078,0.185,"COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]",0.107
"CNOT1",0.078,0.185,"CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]",0.107
"LYL1",0.078,0.185,"LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]",0.107
"LRCH3",0.078,0.185,"leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]",0.107
"BRIX1",0.078,0.185,"biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]",0.107
